latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.600006,-79.6,NaN,-14400,America/Toronto,EDT

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³)
2023-07-10T23:00,20.8,14.6,301.0,22.2,4.6
2023-07-11T00:00,20.6,14.4,283.0,18.8,4.5
2023-07-11T01:00,21.4,14.9,258.0,13.8,4.2
2023-07-11T02:00,22.7,15.8,238.0,9.9,4.0
2023-07-11T03:00,23.6,16.5,226.0,8.0,4.1
2023-07-11T04:00,23.4,16.4,218.0,7.3,4.3
2023-07-11T05:00,22.3,15.5,215.0,7.2,4.5
2023-07-11T06:00,20.9,14.6,221.0,8.3,4.5
2023-07-11T07:00,19.6,13.6,232.0,10.1,4.3
2023-07-11T08:00,12.7,8.9,227.0,10.2,3.8
2023-07-11T09:00,14.5,10.1,231.0,9.9,4.4
2023-07-11T10:00,16.9,11.8,235.0,9.3,5.2
2023-07-11T11:00,19.3,13.5,232.0,8.4,5.5
2023-07-11T12:00,17.4,12.2,213.0,6.7,4.8
2023-07-11T13:00,15.8,11.1,186.0,4.7,3.5
2023-07-11T14:00,15.8,11.1,168.0,3.4,2.6
2023-07-11T15:00,16.8,11.7,166.0,3.3,2.5
2023-07-11T16:00,17.5,12.2,173.0,4.0,2.7
2023-07-11T17:00,19.7,13.7,185.0,5.5,2.9
2023-07-11T18:00,19.9,13.9,203.0,8.1,3.1
2023-07-11T19:00,19.7,13.8,226.0,11.5,3.3
2023-07-11T20:00,34.5,24.1,209.0,11.0,3.8
2023-07-11T21:00,34.3,24.0,212.0,11.5,3.7
2023-07-11T22:00,34.7,24.2,216.0,12.0,3.6
2023-07-11T23:00,34.3,24.0,214.0,12.1,3.4
2023-07-12T00:00,32.4,22.6,203.0,11.2,3.2
2023-07-12T01:00,27.6,19.3,186.0,9.8,3.0
2023-07-12T02:00,21.2,14.9,171.0,8.6,2.9
2023-07-12T03:00,15.3,10.7,159.0,7.9,2.9
2023-07-12T04:00,10.7,7.6,150.0,7.4,3.1
2023-07-12T05:00,7.2,5.1,147.0,7.3,3.2
2023-07-12T06:00,4.7,3.3,155.0,7.8,3.3
2023-07-12T07:00,3.4,2.4,170.0,8.7,3.4
2023-07-12T08:00,3.6,2.5,202.0,7.8,3.1
2023-07-12T09:00,4.7,3.3,213.0,7.9,3.6
2023-07-12T10:00,6.0,4.2,228.0,8.1,4.3
2023-07-12T11:00,8.1,5.6,237.0,7.9,4.8
2023-07-12T12:00,10.9,7.6,235.0,7.0,4.8
2023-07-12T13:00,14.1,9.8,227.0,5.8,4.7
2023-07-12T14:00,16.6,11.6,221.0,5.0,4.6
2023-07-12T15:00,19.0,13.3,218.0,4.4,4.6
2023-07-12T16:00,21.3,14.9,217.0,4.2,4.8
2023-07-12T17:00,23.5,16.4,227.0,6.1,5.1
2023-07-12T18:00,25.5,17.8,258.0,11.9,5.8
2023-07-12T19:00,27.6,19.3,300.0,19.7,6.7
2023-07-12T20:00,17.2,12.0,293.0,18.4,7.7
2023-07-12T21:00,22.6,15.8,303.0,19.4,8.1
2023-07-12T22:00,25.1,17.5,315.0,20.6,8.6
2023-07-12T23:00,25.8,17.8,315.0,20.5,8.7
2023-07-13T00:00,25.3,17.5,294.0,18.1,7.9
2023-07-13T01:00,23.3,16.1,260.0,14.3,6.6
2023-07-13T02:00,19.2,13.3,233.0,11.1,5.5
2023-07-13T03:00,17.7,12.4,216.0,8.9,4.9
2023-07-13T04:00,18.3,12.9,205.0,7.3,4.5
2023-07-13T05:00,19.8,13.9,201.0,6.1,4.3
2023-07-13T06:00,19.6,13.7,208.0,5.7,4.4
2023-07-13T07:00,17.2,12.0,222.0,5.8,4.6
2023-07-13T08:00,17.5,12.3,209.0,8.7,4.6
2023-07-13T09:00,14.3,10.0,218.0,8.6,4.4
2023-07-13T10:00,12.6,8.8,229.0,8.3,4.0
2023-07-13T11:00,9.9,7.0,234.0,7.6,3.6
2023-07-13T12:00,9.6,6.8,223.0,6.0,3.0
2023-07-13T13:00,9.5,6.7,206.0,3.9,2.3
2023-07-13T14:00,9.7,6.8,195.0,2.6,1.8
2023-07-13T15:00,10.5,7.2,197.0,2.3,1.6
2023-07-13T16:00,11.4,7.8,207.0,2.7,1.6
2023-07-13T17:00,11.9,8.1,219.0,4.0,1.7
2023-07-13T18:00,12.2,8.3,234.0,6.4,1.9
2023-07-13T19:00,11.8,8.1,253.0,9.7,2.2
2023-07-13T20:00,8.2,5.7,251.0,11.2,2.4
2023-07-13T21:00,8.6,6.0,262.0,13.4,2.8
2023-07-13T22:00,9.3,6.4,277.0,16.3,3.3
2023-07-13T23:00,10.2,7.1,291.0,18.6,3.7
2023-07-14T00:00,11.6,8.0,303.0,19.7,3.8
2023-07-14T01:00,12.6,8.8,313.0,20.1,3.8
2023-07-14T02:00,12.2,8.5,316.0,19.7,3.8
2023-07-14T03:00,11.3,7.8,304.0,17.7,3.8
2023-07-14T04:00,10.5,7.3,285.0,14.9,3.7
2023-07-14T05:00,10.4,7.2,274.0,13.0,3.8
2023-07-14T06:00,10.7,7.4,281.0,13.0,4.0
2023-07-14T07:00,11.2,7.8,296.0,13.8,4.4
2023-07-14T08:00,11.1,7.7,299.0,13.1,4.4
2023-07-14T09:00,13.1,9.1,296.0,12.9,5.3
2023-07-14T10:00,15.7,10.8,292.0,12.5,6.5
2023-07-14T11:00,18.3,12.6,288.0,11.8,7.4
2023-07-14T12:00,20.7,14.3,284.0,10.4,7.5
2023-07-14T13:00,23.3,16.1,280.0,8.6,7.2
2023-07-14T14:00,25.6,17.7,277.0,7.4,6.9
2023-07-14T15:00,26.4,18.3,271.0,6.8,6.5
2023-07-14T16:00,27.1,18.8,266.0,6.8,6.0
2023-07-14T17:00,28.4,19.7,271.0,8.5,5.7
2023-07-14T18:00,29.8,20.7,295.0,12.9,5.7
2023-07-14T19:00,30.9,21.4,329.0,19.0,5.9
2023-07-14T20:00,21.8,15.3,349.0,25.1,7.0
2023-07-14T21:00,21.2,14.8,364.0,28.6,7.4
2023-07-14T22:00,19.6,13.7,385.0,33.4,8.0
2023-07-14T23:00,20.1,14.1,396.0,36.2,8.2
2023-07-15T00:00,21.1,14.7,391.0,35.3,7.9
2023-07-15T01:00,18.0,12.6,377.0,32.4,7.2
2023-07-15T02:00,16.3,11.4,359.0,29.4,6.6
2023-07-15T03:00,14.3,10.0,335.0,26.4,6.2
2023-07-15T04:00,12.8,8.9,306.0,23.3,5.8
2023-07-15T05:00,11.9,8.3,287.0,21.1,5.6
2023-07-15T06:00,11.7,8.1,284.0,21.0,5.6
2023-07-15T07:00,11.8,8.3,291.0,21.8,5.7
2023-07-15T08:00,12.0,8.4,279.0,19.5,4.9
2023-07-15T09:00,12.3,8.5,289.0,19.2,5.1
2023-07-15T10:00,15.0,10.4,303.0,18.7,5.4
2023-07-15T11:00,17.4,12.1,310.0,17.8,5.7
2023-07-15T12:00,19.9,13.9,302.0,16.1,5.9
2023-07-15T13:00,22.6,15.8,287.0,14.0,6.0
2023-07-15T14:00,25.5,17.8,277.0,12.8,6.1
2023-07-15T15:00,28.2,19.7,272.0,12.4,6.2
2023-07-15T16:00,29.8,20.7,272.0,12.9,6.2
2023-07-15T17:00,30.6,21.3,289.0,15.5,6.3
2023-07-15T18:00,33.5,23.4,340.0,22.6,6.6
2023-07-15T19:00,36.4,25.4,407.0,31.9,7.0
2023-07-15T20:00,44.5,31.0,377.0,33.1,7.5
2023-07-15T21:00,46.9,32.7,361.0,30.6,7.6
2023-07-15T22:00,44.6,31.1,338.0,27.1,7.8
2023-07-15T23:00,38.2,26.7,315.0,23.6,7.7
2023-07-16T00:00,31.4,22.0,291.0,20.3,7.2
2023-07-16T01:00,28.0,19.6,266.0,17.0,6.6
2023-07-16T02:00,27.3,19.2,248.0,14.8,6.2
2023-07-16T03:00,27.9,19.6,243.0,14.4,6.4
2023-07-16T04:00,29.2,20.4,244.0,15.0,6.9
2023-07-16T05:00,30.0,21.1,242.0,15.1,7.2
2023-07-16T06:00,28.4,20.0,230.0,14.1,7.0
2023-07-16T07:00,26.8,18.8,215.0,12.5,6.6
2023-07-16T08:00,26.2,18.3,190.0,9.7,5.2
2023-07-16T09:00,26.4,18.5,201.0,9.7,5.3
2023-07-16T10:00,27.2,19.0,216.0,9.6,5.4
2023-07-16T11:00,28.7,20.0,230.0,9.2,5.5
2023-07-16T12:00,31.2,21.7,242.0,8.1,5.5
2023-07-16T13:00,35.0,24.4,253.0,6.7,5.4
2023-07-16T14:00,38.5,26.9,265.0,5.7,5.2
2023-07-16T15:00,43.7,30.3,277.0,5.2,4.6
2023-07-16T16:00,46.9,32.5,290.0,5.1,3.9
2023-07-16T17:00,51.7,35.6,307.0,6.1,3.4
2023-07-16T18:00,56.6,39.0,330.0,9.1,3.5
2023-07-16T19:00,60.1,41.6,357.0,13.2,3.9
2023-07-16T20:00,74.0,51.3,391.0,17.4,4.6
2023-07-16T21:00,78.7,54.7,390.0,16.4,4.8
2023-07-16T22:00,78.5,54.6,390.0,14.9,5.0
2023-07-16T23:00,76.1,52.9,391.0,13.6,5.1
2023-07-17T00:00,71.7,49.8,398.0,12.5,4.8
2023-07-17T01:00,66.4,46.1,408.0,11.6,4.2
2023-07-17T02:00,60.5,42.0,411.0,10.8,3.8
2023-07-17T03:00,54.8,38.2,403.0,10.1,3.6
2023-07-17T04:00,50.2,34.9,390.0,9.6,3.4
2023-07-17T05:00,46.1,32.1,374.0,9.2,3.4
2023-07-17T06:00,41.9,29.3,356.0,9.0,3.4
2023-07-17T07:00,37.1,26.0,337.0,9.0,3.5
2023-07-17T08:00,26.3,18.4,328.0,10.3,3.7
2023-07-17T09:00,23.6,16.5,324.0,10.1,4.2
2023-07-17T10:00,24.1,16.9,318.0,9.8,5.0
2023-07-17T11:00,27.7,19.4,312.0,9.1,5.3
2023-07-17T12:00,35.3,24.6,307.0,7.5,4.9
2023-07-17T13:00,43.0,29.9,303.0,5.4,4.2
2023-07-17T14:00,49.1,34.2,300.0,4.1,3.6
2023-07-17T15:00,53.2,37.0,297.0,3.4,3.2
2023-07-17T16:00,56.0,39.0,296.0,3.4,3.0
2023-07-17T17:00,54.0,37.7,306.0,5.4,3.0
2023-07-17T18:00,50.3,35.0,338.0,11.1,3.3
2023-07-17T19:00,48.8,34.1,381.0,18.9,3.8
2023-07-17T20:00,47.7,33.3,442.0,23.9,4.6
2023-07-17T21:00,49.1,34.3,452.0,27.0,5.0
2023-07-17T22:00,47.0,32.8,465.0,31.2,5.5
2023-07-17T23:00,41.7,29.2,468.0,33.4,5.7
2023-07-18T00:00,35.3,24.7,451.0,31.6,5.3
2023-07-18T01:00,30.6,21.5,424.0,27.8,4.7
2023-07-18T02:00,28.2,19.8,400.0,24.7,4.2
2023-07-18T03:00,28.0,19.6,384.0,23.6,4.0
2023-07-18T04:00,26.8,18.8,372.0,23.1,4.0
2023-07-18T05:00,25.3,17.7,365.0,22.4,4.2
2023-07-18T06:00,23.9,16.8,364.0,20.6,4.5
2023-07-18T07:00,23.3,16.3,368.0,18.5,5.1
2023-07-18T08:00,14.6,10.2,308.0,12.0,3.8
2023-07-18T09:00,13.7,9.6,298.0,11.7,4.6
2023-07-18T10:00,13.4,9.4,283.0,11.1,5.6
2023-07-18T11:00,15.6,11.0,268.0,10.2,6.1
2023-07-18T12:00,17.1,12.0,254.0,8.6,5.7
2023-07-18T13:00,17.8,12.5,240.0,6.7,4.9
2023-07-18T14:00,18.2,12.7,230.0,5.2,4.1
2023-07-18T15:00,17.7,12.4,223.0,3.9,3.5
2023-07-18T16:00,17.7,12.5,219.0,3.1,2.8
2023-07-18T17:00,14.8,10.4,224.0,3.8,2.5
2023-07-18T18:00,12.2,8.6,244.0,6.9,2.5
2023-07-18T19:00,11.4,8.0,272.0,11.6,2.7
2023-07-18T20:00,17.3,12.2,306.0,16.5,3.2
2023-07-18T21:00,19.1,13.4,333.0,22.5,4.1
2023-07-18T22:00,18.9,13.3,369.0,30.7,5.3
2023-07-18T23:00,18.5,13.0,392.0,35.8,6.1
2023-07-19T00:00,18.3,12.9,390.0,35.0,6.1
2023-07-19T01:00,16.8,11.8,375.0,31.0,5.6
2023-07-19T02:00,14.3,10.0,357.0,26.9,5.2
2023-07-19T03:00,12.4,8.8,336.0,23.4,4.8
2023-07-19T04:00,11.1,7.9,312.0,19.8,4.5
2023-07-19T05:00,10.2,7.2,299.0,16.9,4.3
2023-07-19T06:00,9.7,6.8,308.0,15.1,4.2
2023-07-19T07:00,10.2,7.2,328.0,14.0,4.3
2023-07-19T08:00,9.3,6.5,378.0,16.2,5.3
2023-07-19T09:00,8.1,5.7,351.0,15.7,7.1
2023-07-19T10:00,9.1,6.4,313.0,14.9,9.6
2023-07-19T11:00,11.8,8.3,284.0,13.8,11.2
2023-07-19T12:00,14.5,10.2,274.0,12.1,10.9
2023-07-19T13:00,14.5,10.2,273.0,10.1,9.8
2023-07-19T14:00,15.4,10.8,274.0,8.6,8.8
2023-07-19T15:00,16.8,11.8,273.0,7.5,8.5
2023-07-19T16:00,19.0,13.3,273.0,7.0,8.4
2023-07-19T17:00,22.0,15.4,284.0,8.4,8.3
2023-07-19T18:00,24.2,17.0,311.0,13.0,8.0
2023-07-19T19:00,26.2,18.4,347.0,19.6,7.6
2023-07-19T20:00,29.3,20.5,342.0,20.9,9.5
2023-07-19T21:00,39.3,27.6,413.0,33.8,10.8
2023-07-19T22:00,44.4,31.2,509.0,51.2,12.5
2023-07-19T23:00,46.2,32.5,571.0,61.7,13.5
2023-07-20T00:00,46.1,32.2,568.0,58.8,13.2
2023-07-20T01:00,44.8,31.4,531.0,48.9,12.2
2023-07-20T02:00,42.4,29.7,495.0,39.7,11.2
2023-07-20T03:00,39.7,27.8,469.0,33.6,10.3
2023-07-20T04:00,36.1,25.3,443.0,28.1,9.4
2023-07-20T05:00,34.5,24.1,424.0,24.0,8.5
2023-07-20T06:00,32.5,22.7,419.0,22.1,7.6
2023-07-20T07:00,29.6,20.7,421.0,21.6,6.8
2023-07-20T08:00,13.4,9.4,391.0,19.4,5.5
2023-07-20T09:00,12.0,8.4,371.0,16.8,5.6
2023-07-20T10:00,11.5,8.1,342.0,13.1,5.8
2023-07-20T11:00,10.6,7.4,317.0,9.8,5.7
2023-07-20T12:00,8.1,5.6,299.0,7.2,5.2
2023-07-20T13:00,7.3,5.1,286.0,5.0,4.6
2023-07-20T14:00,7.2,5.1,278.0,4.0,4.2
2023-07-20T15:00,8.6,6.0,278.0,4.7,4.3
2023-07-20T16:00,12.6,8.8,285.0,6.6,4.7
2023-07-20T17:00,21.9,15.1,295.0,9.2,5.1
2023-07-20T18:00,28.3,19.5,311.0,13.1,5.5
2023-07-20T19:00,31.0,21.4,330.0,17.6,5.9
2023-07-20T20:00,34.2,23.5,335.0,16.6,5.6
2023-07-20T21:00,32.9,22.8,329.0,15.9,5.6
2023-07-20T22:00,31.0,21.7,320.0,14.9,5.5
2023-07-20T23:00,31.8,22.3,310.0,13.4,5.2
2023-07-21T00:00,28.6,20.0,297.0,11.2,4.5
2023-07-21T01:00,22.4,15.7,283.0,8.6,3.6
2023-07-21T02:00,13.4,9.4,271.0,6.5,2.9
2023-07-21T03:00,7.7,5.4,263.0,5.2,2.5
2023-07-21T04:00,7.1,4.9,258.0,4.4,2.2
2023-07-21T05:00,8.4,5.9,253.0,3.9,2.1
2023-07-21T06:00,8.1,5.7,249.0,3.7,2.1
2023-07-21T07:00,6.9,4.9,246.0,3.9,2.1
2023-07-21T08:00,12.4,8.7,261.0,6.5,3.3
2023-07-21T09:00,11.3,7.9,260.0,6.1,3.3
2023-07-21T10:00,10.3,7.2,259.0,5.6,3.2
2023-07-21T11:00,10.0,7.0,256.0,5.0,3.1
2023-07-21T12:00,10.0,7.1,251.0,4.3,2.9
2023-07-21T13:00,10.1,7.1,245.0,3.5,2.6
2023-07-21T14:00,11.2,7.9,241.0,3.1,2.4
2023-07-21T15:00,12.3,8.7,240.0,3.0,2.2
2023-07-21T16:00,12.8,9.0,242.0,3.1,2.0
2023-07-21T17:00,12.7,9.0,247.0,4.1,2.0
2023-07-21T18:00,12.5,8.8,260.0,6.6,2.2
2023-07-21T19:00,12.0,8.5,277.0,9.9,2.5
2023-07-21T20:00,11.2,7.9,287.0,12.6,2.9
2023-07-21T21:00,9.5,6.7,289.0,13.6,3.2
2023-07-21T22:00,8.1,5.7,292.0,14.8,3.6
2023-07-21T23:00,7.4,5.2,293.0,15.4,3.8
2023-07-22T00:00,7.2,5.0,292.0,14.7,3.7
2023-07-22T01:00,6.9,4.8,289.0,13.2,3.4
2023-07-22T02:00,7.1,5.0,284.0,11.8,3.1
2023-07-22T03:00,7.5,5.3,276.0,10.6,3.0
2023-07-22T04:00,7.9,5.5,266.0,9.4,2.9
2023-07-22T05:00,8.2,5.7,261.0,8.6,2.9
2023-07-22T06:00,8.4,5.9,265.0,8.7,3.0
2023-07-22T07:00,8.7,6.1,273.0,9.2,3.2
2023-07-22T08:00,9.3,6.5,288.0,10.0,3.5
2023-07-22T09:00,11.2,7.8,287.0,9.7,3.7
2023-07-22T10:00,14.1,9.8,284.0,9.2,4.0
2023-07-22T11:00,16.2,11.3,277.0,8.4,4.1
2023-07-22T12:00,16.9,11.8,262.0,6.9,3.9
2023-07-22T13:00,18.6,13.0,244.0,5.1,3.5
2023-07-22T14:00,18.9,13.2,227.0,3.8,3.1
2023-07-22T15:00,17.8,12.4,212.0,2.8,2.7
2023-07-22T16:00,16.1,11.2,198.0,2.3,2.4
2023-07-22T17:00,14.8,10.3,197.0,3.6,2.2
2023-07-22T18:00,13.4,9.3,219.0,8.3,2.4
2023-07-22T19:00,13.2,9.2,252.0,14.9,2.8
2023-07-22T20:00,13.9,9.7,275.0,17.2,3.1
2023-07-22T21:00,16.2,11.3,279.0,18.6,3.4
2023-07-22T22:00,15.1,10.5,284.0,20.5,3.7
2023-07-22T23:00,12.7,8.8,285.0,21.6,3.9
2023-07-23T00:00,11.3,7.8,280.0,21.3,3.8
2023-07-23T01:00,10.7,7.4,272.0,20.1,3.6
2023-07-23T02:00,10.3,7.2,262.0,18.8,3.4
2023-07-23T03:00,9.8,6.8,250.0,17.4,3.4
2023-07-23T04:00,9.3,6.5,237.0,15.9,3.4
2023-07-23T05:00,8.8,6.1,230.0,14.6,3.5
2023-07-23T06:00,8.6,6.0,232.0,13.7,3.7
2023-07-23T07:00,9.0,6.2,240.0,13.2,3.9
2023-07-23T08:00,7.9,5.5,254.0,12.9,4.0
2023-07-23T09:00,10.4,7.2,261.0,13.3,5.0
2023-07-23T10:00,13.3,9.2,271.0,13.8,6.5
2023-07-23T11:00,18.0,12.5,276.0,13.5,7.4
2023-07-23T12:00,23.8,16.6,272.0,11.5,7.4
2023-07-23T13:00,27.1,18.8,265.0,8.8,6.9
2023-07-23T14:00,26.2,18.2,261.0,7.2,6.5
2023-07-23T15:00,28.3,19.7,264.0,7.3,6.4
2023-07-23T16:00,29.8,20.8,272.0,8.5,6.4
2023-07-23T17:00,29.0,20.2,284.0,10.8,6.4
2023-07-23T18:00,22.4,15.7,296.0,13.3,6.0
2023-07-23T19:00,20.3,14.2,313.0,16.8,5.5
2023-07-23T20:00,26.7,18.7,355.0,22.5,5.9
2023-07-23T21:00,32.8,23.0,388.0,28.2,6.5
2023-07-23T22:00,33.3,23.3,432.0,35.8,7.3
2023-07-23T23:00,31.2,21.8,457.0,39.8,7.7
2023-07-24T00:00,30.6,21.4,446.0,36.8,7.2
2023-07-24T01:00,28.9,20.2,414.0,30.2,6.4
2023-07-24T02:00,26.9,18.8,383.0,24.2,5.6
2023-07-24T03:00,25.1,17.6,355.0,20.1,5.2
2023-07-24T04:00,23.3,16.4,326.0,16.7,4.9
2023-07-24T05:00,21.8,15.3,305.0,14.2,4.7
2023-07-24T06:00,20.6,14.4,295.0,13.0,4.6
2023-07-24T07:00,19.8,13.9,292.0,12.8,4.5
2023-07-24T08:00,21.2,14.8,303.0,14.8,5.1
2023-07-24T09:00,22.8,15.9,304.0,13.9,5.8
2023-07-24T10:00,26.5,18.5,305.0,12.6,6.8
2023-07-24T11:00,31.9,22.2,305.0,11.1,7.3
2023-07-24T12:00,35.6,24.8,304.0,9.2,7.1
2023-07-24T13:00,38.9,27.1,302.0,7.2,6.5
2023-07-24T14:00,40.3,28.1,301.0,5.9,5.9
2023-07-24T15:00,39.9,27.8,299.0,5.2,5.4
2023-07-24T16:00,39.2,27.4,299.0,5.2,4.8
2023-07-24T17:00,38.9,27.1,308.0,7.1,4.4
2023-07-24T18:00,35.0,24.4,327.0,11.1,4.1
2023-07-24T19:00,31.2,21.8,355.0,17.0,3.9
2023-07-24T20:00,36.0,25.2,484.0,36.2,5.9
2023-07-24T21:00,41.9,29.3,550.0,46.9,7.2
2023-07-24T22:00,46.1,32.4,638.0,61.4,8.9
2023-07-24T23:00,44.5,31.1,687.0,69.1,9.8
2023-07-25T00:00,39.1,27.4,663.0,64.4,9.0
2023-07-25T01:00,34.3,24.1,601.0,53.0,7.3
2023-07-25T02:00,28.8,20.1,539.0,42.1,5.9
2023-07-25T03:00,24.2,17.0,488.0,33.7,5.2
2023-07-25T04:00,21.2,14.8,438.0,25.9,4.7
2023-07-25T05:00,18.5,13.0,400.0,19.8,4.4
2023-07-25T06:00,16.2,11.3,379.0,16.3,4.1
2023-07-25T07:00,14.6,10.2,370.0,14.5,3.9
2023-07-25T08:00,12.4,8.6,373.0,15.7,4.0
2023-07-25T09:00,14.3,10.0,378.0,15.4,4.9
2023-07-25T10:00,16.1,11.2,385.0,14.9,6.3
2023-07-25T11:00,19.8,13.8,393.0,14.2,7.4
2023-07-25T12:00,25.0,17.5,402.0,13.1,8.2
2023-07-25T13:00,31.1,21.7,412.0,11.7,8.9
2023-07-25T14:00,37.8,26.4,424.0,10.8,9.2
2023-07-25T15:00,42.5,29.6,432.0,9.7,9.0
2023-07-25T16:00,46.9,32.7,443.0,9.1,8.4
2023-07-25T17:00,51.1,35.6,470.0,11.5,8.0
2023-07-25T18:00,54.0,37.7,535.0,20.0,7.8
2023-07-25T19:00,55.6,38.9,617.0,31.6,7.8
2023-07-25T20:00,61.5,42.8,648.0,41.7,6.7
2023-07-25T21:00,66.1,46.1,662.0,43.8,7.0
2023-07-25T22:00,63.1,44.0,678.0,46.3,7.4
2023-07-25T23:00,57.2,39.8,670.0,45.3,7.4
2023-07-26T00:00,51.0,35.5,614.0,37.5,6.5
2023-07-26T01:00,45.6,31.8,534.0,26.2,5.2
2023-07-26T02:00,42.4,29.5,471.0,17.2,4.2
2023-07-26T03:00,41.3,28.8,442.0,12.7,3.9
2023-07-26T04:00,41.2,28.6,429.0,10.5,3.9
2023-07-26T05:00,41.8,29.0,426.0,9.5,4.1
2023-07-26T06:00,43.3,30.2,432.0,10.1,4.5
2023-07-26T07:00,44.7,31.1,447.0,11.9,5.1
2023-07-26T08:00,43.1,29.9,449.0,11.4,6.1
2023-07-26T09:00,44.0,30.6,460.0,11.9,6.6
2023-07-26T10:00,44.6,31.0,474.0,12.4,7.2
2023-07-26T11:00,45.5,31.7,478.0,12.0,7.4
2023-07-26T12:00,45.6,31.8,463.0,9.7,6.6
2023-07-26T13:00,44.2,30.7,437.0,6.5,5.2
2023-07-26T14:00,41.8,29.0,417.0,4.4,4.4
2023-07-26T15:00,39.9,27.8,404.0,3.6,4.4
2023-07-26T16:00,40.0,27.8,396.0,3.8,5.0
2023-07-26T17:00,40.5,28.2,404.0,6.5,5.7
2023-07-26T18:00,40.4,28.1,447.0,14.2,6.8
2023-07-26T19:00,42.4,29.4,505.0,24.4,8.1
2023-07-26T20:00,33.4,22.9,472.0,21.9,8.3
2023-07-26T21:00,31.0,21.2,426.0,18.4,7.9
2023-07-26T22:00,28.4,19.4,362.0,13.5,7.2
2023-07-26T23:00,23.7,16.2,310.0,9.8,6.6
2023-07-27T00:00,19.6,13.4,280.0,8.4,5.9
2023-07-27T01:00,17.5,12.1,262.0,8.2,5.2
2023-07-27T02:00,17.6,12.2,250.0,8.4,4.8
2023-07-27T03:00,18.2,12.6,243.0,9.3,5.1
2023-07-27T04:00,17.5,12.2,241.0,10.6,5.8
2023-07-27T05:00,16.7,11.7,245.0,11.1,6.0
2023-07-27T06:00,11.4,8.0,252.0,9.9,5.1
2023-07-27T07:00,6.8,4.8,264.0,7.9,3.7
2023-07-27T08:00,9.3,6.6,242.0,9.1,4.9
2023-07-27T09:00,9.2,6.5,253.0,9.0,4.4
2023-07-27T10:00,10.9,7.6,268.0,8.8,3.7
2023-07-27T11:00,13.0,9.1,280.0,8.5,3.2
2023-07-27T12:00,15.8,11.0,285.0,7.8,3.0
2023-07-27T13:00,18.8,13.2,288.0,6.9,3.1
2023-07-27T14:00,21.4,15.0,291.0,6.4,3.1
2023-07-27T15:00,21.8,15.2,294.0,5.9,3.1
2023-07-27T16:00,20.7,14.4,298.0,5.8,3.1
2023-07-27T17:00,21.9,15.3,313.0,7.8,3.2
2023-07-27T18:00,23.9,16.6,348.0,13.4,3.6
2023-07-27T19:00,25.2,17.6,394.0,21.1,4.1
2023-07-27T20:00,34.7,24.0,448.0,29.7,5.2
2023-07-27T21:00,39.9,27.8,497.0,37.4,5.8
2023-07-27T22:00,41.1,28.6,562.0,47.5,6.7
2023-07-27T23:00,37.0,25.8,592.0,51.7,7.0
2023-07-28T00:00,31.4,21.9,557.0,44.6,6.4
2023-07-28T01:00,26.4,18.4,488.0,31.6,5.3
2023-07-28T02:00,22.1,15.4,427.0,20.8,4.3
2023-07-28T03:00,18.9,13.2,385.0,15.0,3.7
2023-07-28T04:00,17.5,12.0,351.0,11.2,3.3
2023-07-28T05:00,16.8,11.6,331.0,9.1,3.1
2023-07-28T06:00,16.3,11.2,332.0,9.0,3.2
2023-07-28T07:00,16.3,11.2,346.0,10.5,3.4
2023-07-28T08:00,23.4,16.2,353.0,10.6,3.8
2023-07-28T09:00,25.7,17.8,366.0,11.7,4.8
2023-07-28T10:00,27.9,19.4,384.0,13.0,6.1
2023-07-28T11:00,29.6,20.5,392.0,13.3,7.0
2023-07-28T12:00,30.9,21.4,382.0,11.3,7.1
2023-07-28T13:00,28.6,19.8,362.0,8.3,6.8
2023-07-28T14:00,25.0,17.2,340.0,6.1,6.3
2023-07-28T15:00,22.7,15.5,313.0,5.1,5.7
2023-07-28T16:00,23.3,15.8,284.0,4.9,4.9
2023-07-28T17:00,23.9,16.2,274.0,7.0,4.4
2023-07-28T18:00,24.9,16.9,297.0,13.0,4.4
2023-07-28T19:00,26.6,18.2,338.0,21.3,4.7
2023-07-28T20:00,34.1,23.6,472.0,37.8,5.4
2023-07-28T21:00,34.5,23.8,457.0,36.0,5.4
2023-07-28T22:00,32.5,22.5,436.0,33.3,5.3
2023-07-28T23:00,28.5,19.6,413.0,30.2,5.1
2023-07-29T00:00,25.4,17.5,389.0,26.4,4.8
2023-07-29T01:00,23.3,15.9,362.0,22.2,4.3
2023-07-29T02:00,21.9,15.0,336.0,18.5,4.0
2023-07-29T03:00,20.9,14.3,310.0,15.6,3.9
2023-07-29T04:00,18.6,12.8,284.0,13.2,3.8
2023-07-29T05:00,16.2,11.1,262.0,11.8,4.0
2023-07-29T06:00,14.3,9.8,247.0,12.1,4.5
2023-07-29T07:00,13.0,8.9,235.0,13.4,5.2
2023-07-29T08:00,15.6,10.7,274.0,18.9,5.4
2023-07-29T09:00,16.6,11.4,291.0,20.9,5.9
2023-07-29T10:00,16.4,11.4,312.0,23.3,6.4
2023-07-29T11:00,14.6,10.2,316.0,23.1,6.5
2023-07-29T12:00,12.4,8.7,287.0,17.6,5.6
2023-07-29T13:00,9.9,6.9,240.0,9.6,4.2
