latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.600006,-79.6,NaN,-14400,America/Toronto,EDT

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³)
2023-07-29T14:00,11.5,8.1,206.0,3.8,3.1
2023-07-29T15:00,12.0,8.4,196.0,2.4,2.8
2023-07-29T16:00,11.9,8.3,197.0,3.4,2.8
2023-07-29T17:00,12.9,9.0,205.0,5.3,2.9
2023-07-29T18:00,14.1,9.8,222.0,8.4,3.0
2023-07-29T19:00,14.6,10.2,245.0,12.6,3.1
2023-07-29T20:00,12.3,8.6,249.0,14.5,3.4
2023-07-29T21:00,12.1,8.5,245.0,14.8,3.5
2023-07-29T22:00,10.6,7.4,238.0,15.2,3.7
2023-07-29T23:00,9.0,6.3,231.0,15.0,3.8
2023-07-30T00:00,8.8,6.2,223.0,13.8,3.6
2023-07-30T01:00,9.3,6.5,214.0,12.0,3.4
2023-07-30T02:00,9.6,6.7,206.0,10.5,3.2
2023-07-30T03:00,9.5,6.7,199.0,9.7,3.2
2023-07-30T04:00,9.2,6.5,193.0,9.2,3.3
2023-07-30T05:00,8.8,6.2,193.0,9.0,3.4
2023-07-30T06:00,8.6,6.0,203.0,9.5,3.7
2023-07-30T07:00,8.4,5.9,219.0,10.2,4.0
2023-07-30T08:00,3.0,2.1,229.0,10.1,4.6
2023-07-30T09:00,4.0,2.8,224.0,9.5,4.7
2023-07-30T10:00,4.9,3.5,218.0,8.7,4.9
2023-07-30T11:00,7.1,4.9,213.0,7.7,4.8
2023-07-30T12:00,8.8,6.2,210.0,6.3,4.4
2023-07-30T13:00,10.6,7.4,209.0,4.8,3.8
2023-07-30T14:00,12.0,8.4,208.0,3.8,3.3
2023-07-30T15:00,12.6,8.8,206.0,3.3,3.0
2023-07-30T16:00,13.0,9.1,205.0,3.3,2.7
2023-07-30T17:00,13.4,9.3,208.0,4.3,2.6
2023-07-30T18:00,14.6,10.2,220.0,6.9,2.8
2023-07-30T19:00,15.8,11.0,237.0,10.5,3.1
2023-07-30T20:00,17.9,12.5,256.0,15.8,4.3
2023-07-30T21:00,19.0,13.2,257.0,16.2,4.2
2023-07-30T22:00,18.8,13.1,257.0,16.7,4.2
2023-07-30T23:00,18.6,13.0,256.0,16.5,4.0
2023-07-31T00:00,18.5,12.8,252.0,15.3,3.7
2023-07-31T01:00,18.1,12.6,246.0,13.4,3.4
2023-07-31T02:00,18.0,12.6,238.0,11.6,3.1
2023-07-31T03:00,18.1,12.6,227.0,9.8,2.8
2023-07-31T04:00,18.2,12.7,215.0,8.1,2.6
2023-07-31T05:00,18.3,12.7,206.0,6.8,2.5
2023-07-31T06:00,18.6,13.0,203.0,6.5,2.6
2023-07-31T07:00,19.2,13.4,204.0,6.6,2.9
2023-07-31T08:00,17.6,12.3,203.0,6.7,2.7
2023-07-31T09:00,19.8,13.8,202.0,6.2,2.8
2023-07-31T10:00,20.5,14.3,201.0,5.5,2.9
2023-07-31T11:00,19.4,13.6,198.0,4.8,3.0
2023-07-31T12:00,18.3,12.8,193.0,4.1,2.9
2023-07-31T13:00,19.4,13.6,186.0,3.4,2.7
2023-07-31T14:00,17.6,12.3,182.0,3.1,2.6
2023-07-31T15:00,17.6,12.3,180.0,3.1,2.6
2023-07-31T16:00,17.4,12.2,180.0,3.5,2.8
2023-07-31T17:00,17.5,12.3,183.0,4.4,2.9
2023-07-31T18:00,17.3,12.2,190.0,6.3,3.0
2023-07-31T19:00,17.1,12.0,200.0,8.7,3.0
2023-07-31T20:00,13.7,9.6,234.0,15.3,3.7
2023-07-31T21:00,14.6,10.2,239.0,17.0,4.1
2023-07-31T22:00,14.7,10.3,246.0,19.2,4.5
2023-07-31T23:00,14.4,10.1,249.0,20.2,4.8
2023-08-01T00:00,14.3,10.0,245.0,19.0,4.6
2023-08-01T01:00,14.3,10.0,236.0,16.6,4.2
2023-08-01T02:00,14.0,9.8,227.0,14.4,3.8
2023-08-01T03:00,13.7,9.6,216.0,12.7,3.6
2023-08-01T04:00,13.3,9.3,205.0,11.1,3.6
2023-08-01T05:00,13.1,9.2,199.0,10.2,3.6
2023-08-01T06:00,13.2,9.2,205.0,10.4,3.8
2023-08-01T07:00,13.6,9.5,217.0,11.1,4.0
2023-08-01T08:00,8.5,6.0,233.0,11.7,4.5
2023-08-01T09:00,10.8,7.5,224.0,10.6,5.0
2023-08-01T10:00,13.4,9.4,212.0,9.0,5.7
2023-08-01T11:00,13.0,9.1,202.0,7.7,6.1
2023-08-01T12:00,13.3,9.3,195.0,6.8,5.8
2023-08-01T13:00,13.3,9.3,191.0,6.3,5.1
2023-08-01T14:00,13.6,9.6,189.0,6.0,4.8
2023-08-01T15:00,14.7,10.3,186.0,5.4,5.1
2023-08-01T16:00,15.9,11.1,186.0,5.2,5.6
2023-08-01T17:00,17.5,12.2,200.0,7.4,6.2
2023-08-01T18:00,19.2,13.4,238.0,13.4,6.5
2023-08-01T19:00,20.1,14.1,291.0,21.9,6.8
2023-08-01T20:00,31.0,21.7,343.0,31.2,6.4
2023-08-01T21:00,38.0,26.5,409.0,39.7,7.5
2023-08-01T22:00,42.3,29.6,500.0,51.1,8.9
2023-08-01T23:00,43.7,30.5,564.0,58.0,9.7
2023-08-02T00:00,44.0,30.9,578.0,56.3,9.2
2023-08-02T01:00,43.2,30.2,565.0,50.2,8.1
2023-08-02T02:00,40.6,28.4,540.0,44.1,7.0
2023-08-02T03:00,37.8,26.5,502.0,39.7,6.2
2023-08-02T04:00,35.5,24.8,452.0,35.5,5.4
2023-08-02T05:00,34.1,23.9,408.0,31.2,4.8
2023-08-02T06:00,33.2,23.2,378.0,26.5,4.5
2023-08-02T07:00,32.5,22.7,355.0,21.7,4.5
2023-08-02T08:00,33.5,23.3,355.0,20.8,5.5
2023-08-02T09:00,34.9,24.4,339.0,18.6,6.1
2023-08-02T10:00,34.7,24.2,316.0,15.5,6.9
2023-08-02T11:00,33.6,23.5,297.0,12.5,7.2
2023-08-02T12:00,32.4,22.5,286.0,9.6,6.6
2023-08-02T13:00,34.2,23.7,280.0,6.9,5.5
2023-08-02T14:00,34.5,23.9,278.0,5.1,4.7
2023-08-02T15:00,36.2,25.1,281.0,4.6,4.4
2023-08-02T16:00,39.0,27.0,289.0,5.1,4.2
2023-08-02T17:00,47.7,32.9,303.0,6.9,4.3
2023-08-02T18:00,47.1,32.6,329.0,10.9,4.6
2023-08-02T19:00,49.5,34.2,361.0,16.1,5.0
2023-08-02T20:00,38.9,26.9,411.0,21.2,5.4
2023-08-02T21:00,38.8,26.8,414.0,20.1,5.7
2023-08-02T22:00,38.0,26.3,417.0,18.4,6.1
2023-08-02T23:00,39.6,27.4,417.0,16.4,6.3
2023-08-03T00:00,44.0,30.5,412.0,13.8,6.0
2023-08-03T01:00,49.0,33.9,403.0,11.0,5.5
2023-08-03T02:00,53.6,37.0,394.0,8.7,5.1
2023-08-03T03:00,56.6,39.1,383.0,7.3,5.0
2023-08-03T04:00,57.9,40.0,371.0,6.4,5.0
2023-08-03T05:00,58.4,40.4,366.0,6.5,5.1
2023-08-03T06:00,57.6,39.9,375.0,8.2,5.3
2023-08-03T07:00,56.7,39.2,392.0,10.8,5.7
2023-08-03T08:00,47.8,33.1,373.0,11.3,6.1
2023-08-03T09:00,48.7,33.5,373.0,10.9,6.6
2023-08-03T10:00,48.3,33.4,372.0,10.4,7.2
2023-08-03T11:00,46.4,32.0,364.0,9.4,7.4
2023-08-03T12:00,41.8,28.8,344.0,7.6,7.0
2023-08-03T13:00,38.9,26.7,318.0,5.4,6.2
2023-08-03T14:00,37.4,25.7,297.0,3.9,5.5
2023-08-03T15:00,36.4,25.0,282.0,3.1,4.9
2023-08-03T16:00,35.3,24.2,272.0,3.1,4.3
2023-08-03T17:00,33.2,22.8,273.0,4.7,4.0
2023-08-03T18:00,33.4,22.9,295.0,9.4,4.1
2023-08-03T19:00,34.0,23.4,328.0,15.8,4.6
2023-08-03T20:00,32.7,22.6,350.0,17.1,5.8
2023-08-03T21:00,31.3,21.6,339.0,15.6,5.5
2023-08-03T22:00,30.5,21.0,322.0,13.6,5.1
2023-08-03T23:00,27.9,19.2,306.0,11.9,4.7
2023-08-04T00:00,25.7,17.8,292.0,11.1,4.4
2023-08-04T01:00,24.1,16.6,277.0,10.7,4.0
2023-08-04T02:00,21.9,15.1,262.0,10.0,3.7
2023-08-04T03:00,18.2,12.7,242.0,8.6,3.3
2023-08-04T04:00,14.6,10.2,221.0,7.0,2.8
2023-08-04T05:00,12.3,8.6,208.0,5.9,2.5
2023-08-04T06:00,11.1,7.8,204.0,5.9,2.5
2023-08-04T07:00,10.4,7.3,208.0,6.5,2.6
2023-08-04T08:00,10.0,7.0,244.0,7.5,2.9
2023-08-04T09:00,11.7,8.2,272.0,7.2,3.0
2023-08-04T10:00,14.8,10.4,311.0,6.7,3.2
2023-08-04T11:00,18.1,12.7,341.0,6.2,3.4
2023-08-04T12:00,20.8,14.5,354.0,5.7,3.5
2023-08-04T13:00,22.8,15.9,358.0,5.1,3.5
2023-08-04T14:00,23.4,16.4,360.0,4.9,3.5
2023-08-04T15:00,23.6,16.5,358.0,4.6,3.3
2023-08-04T16:00,23.1,16.1,354.0,4.5,3.0
2023-08-04T17:00,23.6,16.5,363.0,6.3,2.9
2023-08-04T18:00,24.3,17.0,403.0,12.1,3.3
2023-08-04T19:00,26.9,18.8,456.0,19.6,3.9
2023-08-04T20:00,23.7,16.6,418.0,13.2,4.2
2023-08-04T21:00,23.9,16.8,415.0,13.6,4.3
2023-08-04T22:00,23.5,16.4,411.0,14.1,4.3
2023-08-04T23:00,23.7,16.6,401.0,14.1,4.3
2023-08-05T00:00,25.0,17.5,382.0,13.2,4.1
2023-08-05T01:00,26.4,18.5,358.0,11.9,3.8
2023-08-05T02:00,27.3,19.1,334.0,10.7,3.6
2023-08-05T03:00,27.7,19.4,312.0,9.8,3.6
2023-08-05T04:00,27.2,19.0,291.0,9.0,3.8
2023-08-05T05:00,26.7,18.7,276.0,8.5,4.0
2023-08-05T06:00,26.0,18.2,273.0,8.7,4.3
2023-08-05T07:00,25.5,17.9,276.0,9.2,4.6
2023-08-05T08:00,27.1,19.0,283.0,9.0,4.7
2023-08-05T09:00,27.4,19.2,281.0,8.7,5.1
2023-08-05T10:00,27.3,19.1,279.0,8.1,5.6
2023-08-05T11:00,27.2,19.0,275.0,7.5,6.0
2023-08-05T12:00,26.8,18.7,270.0,6.5,6.1
2023-08-05T13:00,26.1,18.2,263.0,5.5,6.0
2023-08-05T14:00,25.9,18.1,259.0,4.8,6.0
2023-08-05T15:00,25.9,18.1,253.0,4.0,6.2
2023-08-05T16:00,25.9,18.1,249.0,3.6,6.5
2023-08-05T17:00,25.6,17.9,260.0,5.9,6.8
2023-08-05T18:00,25.0,17.4,293.0,12.8,7.2
2023-08-05T19:00,24.4,17.1,342.0,22.5,7.6
2023-08-05T20:00,18.7,13.1,380.0,29.6,9.2
2023-08-05T21:00,29.7,20.8,460.0,39.3,10.5
2023-08-05T22:00,33.5,23.5,566.0,52.4,12.2
2023-08-05T23:00,34.2,23.9,623.0,59.9,13.0
2023-08-06T00:00,32.5,22.7,587.0,57.2,12.0
2023-08-06T01:00,25.7,18.0,501.0,49.0,10.1
2023-08-06T02:00,19.5,13.6,419.0,40.4,8.4
2023-08-06T03:00,14.7,10.3,354.0,32.4,7.1
2023-08-06T04:00,10.6,7.4,294.0,23.9,6.0
2023-08-06T05:00,7.7,5.4,251.0,17.5,5.3
2023-08-06T06:00,5.7,4.0,236.0,14.5,5.1
2023-08-06T07:00,5.6,3.9,238.0,13.6,5.2
2023-08-06T08:00,10.6,7.4,266.0,15.9,7.1
2023-08-06T09:00,12.2,8.5,258.0,13.3,6.8
2023-08-06T10:00,12.3,8.6,246.0,9.7,6.3
2023-08-06T11:00,11.8,8.3,238.0,6.9,5.9
2023-08-06T12:00,12.8,8.9,235.0,5.5,5.5
2023-08-06T13:00,13.5,9.4,235.0,4.9,5.1
2023-08-06T14:00,13.1,9.2,237.0,5.3,4.9
2023-08-06T15:00,12.0,8.4,239.0,7.1,4.9
2023-08-06T16:00,10.0,7.0,242.0,9.9,5.1
2023-08-06T17:00,9.3,6.5,248.0,12.4,5.1
2023-08-06T18:00,9.6,6.7,259.0,14.4,4.9
2023-08-06T19:00,10.3,7.1,273.0,16.1,4.5
2023-08-06T20:00,4.7,3.3,283.0,14.7,3.7
2023-08-06T21:00,8.6,5.9,278.0,13.3,3.5
2023-08-06T22:00,10.8,7.4,272.0,11.3,3.2
2023-08-06T23:00,13.2,9.1,269.0,9.8,3.1
2023-08-07T00:00,16.8,11.5,275.0,9.1,3.3
2023-08-07T01:00,17.9,12.4,286.0,8.9,3.6
2023-08-07T02:00,20.1,14.0,291.0,8.9,4.0
2023-08-07T03:00,21.5,15.1,283.0,9.0,4.6
2023-08-07T04:00,20.7,14.6,269.0,9.3,5.2
2023-08-07T05:00,19.3,13.6,269.0,9.7,5.5
2023-08-07T06:00,17.8,12.5,296.0,10.5,5.3
2023-08-07T07:00,17.3,12.2,336.0,11.5,4.8
2023-08-07T08:00,19.6,13.8,306.0,12.2,5.4
2023-08-07T09:00,19.6,13.8,325.0,11.6,5.2
2023-08-07T10:00,20.8,14.6,351.0,10.8,4.8
2023-08-07T11:00,21.1,14.8,365.0,9.7,4.5
2023-08-07T12:00,20.5,14.3,354.0,8.1,4.3
2023-08-07T13:00,19.9,13.9,331.0,6.3,4.0
2023-08-07T14:00,20.6,14.4,313.0,5.2,3.9
2023-08-07T15:00,19.0,13.3,308.0,5.0,3.9
2023-08-07T16:00,19.2,13.4,308.0,5.6,3.9
2023-08-07T17:00,18.7,13.0,312.0,7.1,3.9
2023-08-07T18:00,17.9,12.5,325.0,10.6,3.9
2023-08-07T19:00,14.3,10.0,341.0,15.1,3.9
2023-08-07T20:00,6.7,4.7,295.0,14.3,3.1
2023-08-07T21:00,6.0,4.2,284.0,15.0,3.4
2023-08-07T22:00,5.6,3.9,269.0,15.8,3.7
2023-08-07T23:00,6.0,4.2,252.0,15.3,3.7
2023-08-08T00:00,7.1,5.0,231.0,12.0,3.2
2023-08-08T01:00,8.3,5.8,207.0,7.4,2.3
2023-08-08T02:00,9.2,6.5,192.0,3.9,1.7
2023-08-08T03:00,9.9,7.0,191.0,2.7,1.5
2023-08-08T04:00,11.0,7.7,198.0,2.6,1.5
2023-08-08T05:00,12.2,8.6,206.0,2.8,1.6
2023-08-08T06:00,13.9,9.7,213.0,3.1,1.7
2023-08-08T07:00,16.6,11.6,220.0,3.8,1.8
2023-08-08T08:00,13.6,9.5,214.0,5.1,2.1
2023-08-08T09:00,15.0,10.5,224.0,5.6,2.3
2023-08-08T10:00,15.6,10.9,237.0,6.3,2.6
2023-08-08T11:00,15.4,10.8,247.0,6.5,2.7
2023-08-08T12:00,13.9,9.7,251.0,5.5,2.5
2023-08-08T13:00,12.6,8.8,251.0,3.9,2.2
2023-08-08T14:00,12.6,8.8,249.0,3.0,2.0
2023-08-08T15:00,13.4,9.3,243.0,2.9,1.9
2023-08-08T16:00,14.1,9.8,236.0,3.5,1.9
2023-08-08T17:00,14.2,9.8,236.0,5.1,2.0
2023-08-08T18:00,14.0,9.7,250.0,8.6,2.3
2023-08-08T19:00,14.8,10.3,271.0,13.2,2.7
2023-08-08T20:00,17.2,12.0,263.0,14.4,3.0
2023-08-08T21:00,17.5,12.2,268.0,16.0,3.3
2023-08-08T22:00,17.8,12.4,274.0,18.0,3.8
2023-08-08T23:00,17.9,12.5,279.0,18.9,4.0
2023-08-09T00:00,18.0,12.6,280.0,17.6,3.8
2023-08-09T01:00,18.1,12.6,279.0,15.2,3.3
2023-08-09T02:00,17.6,12.3,280.0,13.0,3.0
2023-08-09T03:00,17.1,11.9,282.0,11.1,2.8
2023-08-09T04:00,16.5,11.5,286.0,9.5,2.8
2023-08-09T05:00,16.1,11.2,295.0,8.6,2.8
2023-08-09T06:00,15.9,11.1,312.0,9.2,2.9
2023-08-09T07:00,16.0,11.2,334.0,10.7,3.1
2023-08-09T08:00,9.8,6.9,325.0,9.3,3.6
2023-08-09T09:00,10.4,7.3,333.0,9.4,3.9
2023-08-09T10:00,11.4,8.0,344.0,9.4,4.3
2023-08-09T11:00,11.6,8.1,349.0,8.9,4.4
2023-08-09T12:00,11.0,7.7,341.0,7.4,4.0
2023-08-09T13:00,12.3,8.6,327.0,5.4,3.3
2023-08-09T14:00,12.4,8.7,315.0,4.0,2.8
2023-08-09T15:00,11.0,7.7,307.0,3.1,2.6
2023-08-09T16:00,11.2,7.8,302.0,2.8,2.5
2023-08-09T17:00,11.8,8.2,307.0,4.4,2.6
2023-08-09T18:00,13.8,9.6,332.0,9.8,3.0
2023-08-09T19:00,16.6,11.6,367.0,17.1,3.6
2023-08-09T20:00,23.2,16.2,398.0,22.8,4.6
2023-08-09T21:00,24.4,17.0,390.0,22.5,4.8
2023-08-09T22:00,25.4,17.7,379.0,22.0,5.0
2023-08-09T23:00,26.7,18.6,367.0,20.8,5.1
2023-08-10T00:00,28.2,19.7,354.0,18.4,4.9
2023-08-10T01:00,29.7,20.7,340.0,15.3,4.6
2023-08-10T02:00,30.2,21.0,327.0,12.6,4.4
2023-08-10T03:00,29.7,20.7,314.0,10.3,4.4
2023-08-10T04:00,32.7,22.7,303.0,8.3,4.4
2023-08-10T05:00,34.1,23.6,299.0,7.4,4.5
2023-08-10T06:00,34.0,23.6,306.0,8.6,4.6
2023-08-10T07:00,33.3,23.2,321.0,10.9,4.7
2023-08-10T08:00,29.9,20.9,326.0,10.2,4.5
2023-08-10T09:00,29.2,20.4,333.0,9.4,4.4
2023-08-10T10:00,28.2,19.7,343.0,8.3,4.3
2023-08-10T11:00,27.6,19.3,348.0,7.3,4.1
2023-08-10T12:00,26.8,18.7,343.0,6.4,3.6
2023-08-10T13:00,25.2,17.6,333.0,5.6,3.0
2023-08-10T14:00,23.3,16.3,323.0,5.1,2.6
2023-08-10T15:00,23.4,16.4,316.0,5.0,2.5
2023-08-10T16:00,21.5,15.0,310.0,5.2,2.6
2023-08-10T17:00,18.0,12.6,305.0,6.3,2.8
2023-08-10T18:00,15.4,10.7,303.0,8.8,2.9
2023-08-10T19:00,14.2,10.0,303.0,12.1,3.1
2023-08-10T20:00,13.0,9.1,329.0,12.5,2.9
2023-08-10T21:00,14.3,10.0,368.0,21.6,4.1
2023-08-10T22:00,16.5,11.6,420.0,33.7,5.7
2023-08-10T23:00,19.0,13.3,442.0,39.9,6.6
2023-08-11T00:00,17.8,12.4,407.0,34.5,6.1
2023-08-11T01:00,15.0,10.5,343.0,23.2,4.9
2023-08-11T02:00,12.6,8.8,289.0,13.9,3.8
2023-08-11T03:00,10.0,7.0,259.0,9.6,3.2
2023-08-11T04:00,7.5,5.2,239.0,7.4,2.8
2023-08-11T05:00,5.4,3.7,228.0,6.0,2.5
2023-08-11T06:00,3.8,2.7,227.0,5.5,2.5
2023-08-11T07:00,2.9,2.0,235.0,5.8,2.7
2023-08-11T08:00,2.8,1.9,269.0,7.5,3.1
2023-08-11T09:00,3.8,2.7,263.0,6.8,3.2
2023-08-11T10:00,5.5,3.9,256.0,5.7,3.3
2023-08-11T11:00,6.4,4.5,250.0,4.9,3.3
2023-08-11T12:00,6.9,4.8,248.0,4.4,3.2
2023-08-11T13:00,7.7,5.4,248.0,4.0,3.0
2023-08-11T14:00,8.5,5.9,251.0,4.0,2.9
2023-08-11T15:00,9.2,6.4,252.0,3.6,2.9
2023-08-11T16:00,9.6,6.7,256.0,3.6,3.0
2023-08-11T17:00,10.7,7.5,276.0,6.2,3.3
2023-08-11T18:00,12.1,8.5,328.0,14.1,4.0
2023-08-11T19:00,15.8,11.1,395.0,24.7,4.8
2023-08-11T20:00,15.5,10.9,395.0,26.0,4.2
2023-08-11T21:00,19.0,13.3,401.0,27.0,4.6
2023-08-11T22:00,24.0,16.8,408.0,28.4,5.2
2023-08-11T23:00,20.0,13.9,411.0,29.1,5.7
2023-08-12T00:00,19.6,13.6,408.0,28.9,6.1
2023-08-12T01:00,21.5,15.0,401.0,28.0,6.5
2023-08-12T02:00,19.8,13.8,388.0,26.2,6.6
2023-08-12T03:00,17.5,12.2,363.0,22.7,6.3
2023-08-12T04:00,15.1,10.5,331.0,18.1,5.7
2023-08-12T05:00,13.4,9.4,306.0,14.6,5.1
2023-08-12T06:00,15.8,11.0,294.0,12.9,4.7
2023-08-12T07:00,19.8,13.8,290.0,12.3,4.3
2023-08-12T08:00,19.8,13.8,297.0,10.9,4.5
2023-08-12T09:00,16.7,11.7,306.0,12.7,4.7
2023-08-12T10:00,16.9,11.8,318.0,15.0,5.0
2023-08-12T11:00,19.2,13.4,318.0,15.7,5.0
2023-08-12T12:00,20.0,14.0,296.0,13.2,4.5
2023-08-12T13:00,21.8,15.3,262.0,9.0,3.8
2023-08-12T14:00,22.4,15.6,235.0,5.9,3.2
2023-08-12T15:00,22.6,15.8,219.0,4.7,2.7
2023-08-12T16:00,20.4,14.2,210.0,4.5,2.4
2023-08-12T17:00,16.8,11.7,208.0,5.6,2.2
2023-08-12T18:00,14.8,10.3,217.0,8.6,2.3
2023-08-12T19:00,14.6,10.1,235.0,12.9,2.6
2023-08-12T20:00,8.6,6.0,258.0,16.3,3.1
2023-08-12T21:00,9.4,6.6,258.0,16.3,3.2
2023-08-12T22:00,9.1,6.3,259.0,16.2,3.4
2023-08-12T23:00,8.4,5.8,261.0,16.2,3.5
2023-08-13T00:00,8.8,6.2,268.0,16.6,3.6
2023-08-13T01:00,10.0,7.0,277.0,17.0,3.7
2023-08-13T02:00,10.7,7.5,280.0,16.6,3.7
2023-08-13T03:00,10.2,7.2,272.0,14.7,3.6
2023-08-13T04:00,9.2,6.5,258.0,12.0,3.4
2023-08-13T05:00,8.3,5.8,247.0,9.8,3.3
2023-08-13T06:00,7.5,5.2,244.0,8.6,3.2
2023-08-13T07:00,6.7,4.7,245.0,7.8,3.2
2023-08-13T08:00,1.7,1.2,236.0,5.7,2.4
2023-08-13T09:00,2.2,1.5,236.0,5.4,2.3
2023-08-13T10:00,3.0,2.1,237.0,5.0,2.1
2023-08-13T11:00,3.8,2.6,237.0,4.6,2.0
2023-08-13T12:00,4.7,3.3,236.0,4.3,2.0
2023-08-13T13:00,5.7,4.0,234.0,4.1,2.0
2023-08-13T14:00,7.1,4.9,234.0,4.1,2.0
2023-08-13T15:00,7.8,5.4,235.0,4.1,1.9
2023-08-13T16:00,8.3,5.8,237.0,4.3,1.8
2023-08-13T17:00,8.9,6.2,245.0,5.7,1.9
2023-08-13T18:00,9.7,6.8,266.0,9.5,2.2
2023-08-13T19:00,10.2,7.1,293.0,14.5,2.7
2023-08-13T20:00,10.0,7.0,290.0,15.3,3.0
2023-08-13T21:00,10.7,7.5,288.0,15.3,3.3
2023-08-13T22:00,10.9,7.6,284.0,15.2,3.7
2023-08-13T23:00,11.1,7.7,279.0,14.8,4.0
2023-08-14T00:00,11.6,8.1,273.0,13.8,4.0
2023-08-14T01:00,12.3,8.6,265.0,12.5,3.8
2023-08-14T02:00,12.6,8.8,258.0,11.4,3.7
2023-08-14T03:00,12.6,8.8,250.0,10.5,3.6
2023-08-14T04:00,12.3,8.6,241.0,9.8,3.5
2023-08-14T05:00,11.8,8.3,239.0,9.6,3.6
2023-08-14T06:00,11.4,8.0,247.0,10.2,3.8
2023-08-14T07:00,11.2,7.9,262.0,11.3,4.0
2023-08-14T08:00,10.4,7.3,263.0,11.3,4.5
2023-08-14T09:00,11.0,7.7,270.0,11.3,5.5
2023-08-14T10:00,12.3,8.6,280.0,11.4,6.9
2023-08-14T11:00,13.9,9.7,287.0,11.2,7.9
2023-08-14T12:00,14.3,10.0,287.0,10.7,8.2
2023-08-14T13:00,15.3,10.7,283.0,9.9,8.1
2023-08-14T14:00,16.1,11.2,282.0,9.5,8.1
2023-08-14T15:00,17.1,11.9,283.0,9.0,8.5
2023-08-14T16:00,18.0,12.6,286.0,8.8,8.9
2023-08-14T17:00,18.9,13.2,296.0,10.3,9.4
2023-08-14T18:00,19.8,13.8,318.0,14.8,9.8
2023-08-14T19:00,20.9,14.6,347.0,21.0,10.3
2023-08-14T20:00,28.7,20.0,387.0,27.9,9.8
2023-08-14T21:00,31.8,22.2,403.0,30.7,9.7
2023-08-14T22:00,31.5,22.0,424.0,34.4,9.4
2023-08-14T23:00,29.6,20.7,430.0,35.1,8.8
2023-08-15T00:00,27.1,18.9,406.0,30.3,7.6
2023-08-15T01:00,24.0,16.8,367.0,22.6,6.0
2023-08-15T02:00,21.0,14.6,333.0,16.3,4.7
2023-08-15T03:00,19.4,13.5,312.0,12.9,4.0
2023-08-15T04:00,18.6,13.0,297.0,10.8,3.6
2023-08-15T05:00,18.4,12.8,286.0,9.4,3.4
2023-08-15T06:00,18.6,13.0,278.0,8.8,3.5
2023-08-15T07:00,18.5,12.9,274.0,8.8,3.8
2023-08-15T08:00,15.5,10.9,274.0,10.0,3.9
2023-08-15T09:00,15.3,10.7,282.0,10.3,4.1
2023-08-15T10:00,15.5,10.9,293.0,10.7,4.4
2023-08-15T11:00,16.5,11.6,299.0,10.5,4.6
2023-08-15T12:00,18.1,12.6,296.0,9.1,4.7
2023-08-15T13:00,18.3,12.8,289.0,7.1,4.7
2023-08-15T14:00,17.6,12.3,285.0,6.1,4.7
2023-08-15T15:00,17.1,12.0,283.0,5.9,4.8
2023-08-15T16:00,17.5,12.2,283.0,6.6,5.0
2023-08-15T17:00,18.3,12.8,298.0,9.8,5.3
2023-08-15T18:00,18.8,13.1,340.0,18.0,5.9
2023-08-15T19:00,20.3,14.2,396.0,28.7,6.5
2023-08-15T20:00,11.5,8.1,356.0,25.6,6.1
2023-08-15T21:00,13.9,9.7,367.0,27.8,6.6
2023-08-15T22:00,15.8,11.1,382.0,30.5,7.3
2023-08-15T23:00,16.9,11.9,392.0,31.1,7.5
2023-08-16T00:00,19.2,13.4,391.0,27.6,6.8
2023-08-16T01:00,22.9,16.0,384.0,21.9,5.7
2023-08-16T02:00,26.3,18.4,381.0,16.9,4.7
2023-08-16T03:00,29.9,20.9,386.0,13.7,4.1
2023-08-16T04:00,33.9,23.6,395.0,11.2,3.6
2023-08-16T05:00,38.0,26.4,400.0,9.6,3.3
2023-08-16T06:00,40.9,28.5,399.0,9.2,3.2
2023-08-16T07:00,42.5,29.7,393.0,9.6,3.3
2023-08-16T08:00,35.2,24.5,375.0,9.8,3.4
2023-08-16T09:00,35.3,24.5,362.0,9.7,3.8
2023-08-16T10:00,36.7,25.5,344.0,9.4,4.3
2023-08-16T11:00,36.4,25.3,330.0,9.0,4.8
2023-08-16T12:00,33.8,23.5,324.0,8.2,5.0
2023-08-16T13:00,33.9,23.5,321.0,7.1,5.2
2023-08-16T14:00,33.9,23.6,320.0,6.5,5.3
2023-08-16T15:00,33.5,23.3,312.0,5.6,5.4
2023-08-16T16:00,34.6,24.0,306.0,5.1,5.4
2023-08-16T17:00,35.9,24.9,319.0,7.5,5.7
2023-08-16T18:00,39.8,27.7,374.0,15.9,6.4
2023-08-16T19:00,47.7,33.3,448.0,27.1,7.3
2023-08-16T20:00,34.6,24.0,442.0,35.3,5.3
2023-08-16T21:00,32.6,22.7,422.0,33.4,5.3
2023-08-16T22:00,28.6,19.8,394.0,30.6,5.4
2023-08-16T23:00,24.9,17.3,366.0,27.2,5.3
2023-08-17T00:00,23.1,16.1,342.0,22.9,4.9
2023-08-17T01:00,22.9,15.9,318.0,18.1,4.4
2023-08-17T02:00,23.3,16.2,298.0,14.1,4.0
2023-08-17T03:00,23.2,16.1,280.0,11.5,3.8
2023-08-17T04:00,22.2,15.4,265.0,9.8,3.8
